FUNCTION,WCC PLAIN,WCC QUANTIZED,CRAP,SKUNK,IGNORED,IS COMPLEX,FUNCTION PATH
"setup_working_key_aesni_192 (129, 143)",2.308,0.769,3.000,0.000,false,false,"/setup_working_key_aesni_192 (129,143)"
"setup_working_key_aesni_256 (145, 159)",2.308,0.769,3.000,0.000,false,false,"/setup_working_key_aesni_256 (145,159)"
"encrypt_block_aesni (161, 169)",0.000,1.000,0.000,0.000,false,false,"/encrypt_block_aesni (161,169)"
"decrypt_block_aesni (171, 179)",0.000,1.000,0.000,0.000,false,false,"/decrypt_block_aesni (171,179)"
"block_size (82, 82)",0.000,0.000,0.000,0.000,false,false,"/AesNiDecryptor (81,86)/block_size (82,82)"
"decrypt_block (83, 85)",0.000,1.000,0.000,0.000,false,false,"/AesNiDecryptor (81,86)/decrypt_block (83,85)"
"block_size (75, 75)",0.000,1.000,0.000,0.000,false,false,"/AesNiEncryptor (74,79)/block_size (75,75)"
"encrypt_block (76, 78)",0.000,1.000,0.000,0.000,false,false,"/AesNiEncryptor (74,79)/encrypt_block (76,78)"
"new (53, 70)",1.556,0.778,2.022,1.412,false,false,"/AesNiDecryptor (52,72)/new (53,70)"
"new (32, 49)",1.556,0.778,2.022,1.412,false,false,"/AesNiEncryptor (31,50)/new (32,49)"
"clone (26, 26)",0.000,0.000,0.000,0.000,false,false,"/AesNiDecryptor (26,26)/clone (26,26)"
"clone (18, 18)",0.000,0.000,0.000,0.000,false,false,"/AesNiEncryptor (18,18)/clone (18,18)"
aessafe.rs,12.919,0.807,16.001,0.934,false,false,src/aessafe.rs
"ffmulx (327, 332)",0.000,1.000,0.000,0.000,false,false,"/ffmulx (327,332)"
"inv_mcol (334, 341)",0.000,1.143,0.000,0.000,false,false,"/inv_mcol (334,341)"
"sub_word (343, 346)",0.000,1.000,0.000,0.000,false,false,"/sub_word (343,346)"
"create_round_keys (360, 402)",10.833,0.833,13.006,1.677,false,false,"/create_round_keys (360,402)"
"encrypt_core (416, 434)",1.154,1.154,1.000,0.000,false,false,"/encrypt_core (416,434)"
"decrypt_core (436, 454)",1.154,1.154,1.000,0.000,false,false,"/decrypt_core (436,454)"
"bit_slice_4x4_with_u16 (686, 708)",0.000,1.150,0.000,0.000,false,false,"/bit_slice_4x4_with_u16 (686,708)"
"bit_slice_4x1_with_u16 (712, 714)",0.000,1.000,0.000,0.000,false,false,"/bit_slice_4x1_with_u16 (712,714)"
"bit_slice_1x16_with_u16 (717, 727)",0.000,1.222,0.000,0.000,false,false,"/bit_slice_1x16_with_u16 (717,727)"
"un_bit_slice_4x4_with_u16 (730, 757)",0.000,1.333,0.000,0.000,false,false,"/un_bit_slice_4x4_with_u16 (730,757)"
"un_bit_slice_4x1_with_u16 (760, 763)",0.000,1.000,0.000,0.000,false,false,"/un_bit_slice_4x1_with_u16 (760,763)"
"un_bit_slice_1x16_with_u16 (766, 773)",0.000,1.143,0.000,0.000,false,false,"/un_bit_slice_1x16_with_u16 (766,773)"
"bit_slice_1x128_with_u32x4 (776, 833)",0.000,1.074,0.000,0.000,false,false,"/bit_slice_1x128_with_u32x4 (776,833)"
"bit_slice_fill_4x4_with_u32x4 (837, 846)",1.000,1.000,1.000,0.000,false,false,"/bit_slice_fill_4x4_with_u32x4 (837,846)"
"un_bit_slice_1x128_with_u32x4 (849, 908)",0.000,1.111,0.000,0.000,false,false,"/un_bit_slice_1x128_with_u32x4 (849,908)"
"shift_row (1207, 1210)",0.000,1.000,0.000,0.000,false,false,"/u32x4 (1206,1231)/shift_row (1207,1210)"
"inv_shift_row (1212, 1215)",0.000,1.000,0.000,0.000,false,false,"/u32x4 (1206,1231)/inv_shift_row (1212,1215)"
"ror1 (1217, 1220)",0.000,1.000,0.000,0.000,false,false,"/u32x4 (1206,1231)/ror1 (1217,1220)"
"ror2 (1222, 1225)",0.000,1.000,0.000,0.000,false,false,"/u32x4 (1206,1231)/ror2 (1222,1225)"
"ror3 (1227, 1230)",0.000,1.000,0.000,0.000,false,false,"/u32x4 (1206,1231)/ror3 (1227,1230)"
"default (1201, 1203)",0.000,0.000,0.000,0.000,false,false,"/u32x4 (1200,1204)/default (1201,1203)"
"not (1195, 1197)",0.000,1.000,0.000,0.000,false,false,"/u32x4 (1192,1198)/not (1195,1197)"
"lsh (1173, 1180)",0.000,1.000,0.000,0.000,false,false,"/u32x4 (1172,1190)/lsh (1173,1180)"
"rsh (1182, 1189)",0.000,1.000,0.000,0.000,false,false,"/u32x4 (1172,1190)/rsh (1182,1189)"
"shift_row (1137, 1146)",0.000,1.667,0.000,0.000,false,true,"/u16 (1136,1170)/shift_row (1137,1146)"
"inv_shift_row (1148, 1157)",0.000,1.667,0.000,0.000,false,true,"/u16 (1136,1170)/inv_shift_row (1148,1157)"
"ror1 (1159, 1161)",0.000,1.000,0.000,0.000,false,false,"/u16 (1136,1170)/ror1 (1159,1161)"
"ror2 (1163, 1165)",0.000,1.000,0.000,0.000,false,false,"/u16 (1136,1170)/ror2 (1163,1165)"
"ror3 (1167, 1169)",0.000,1.000,0.000,0.000,false,false,"/u16 (1136,1170)/ror3 (1167,1169)"
"sub_bytes (1027, 1032)",0.000,1.000,0.000,0.000,false,false,"/Bs8State<T> (1026,1126)/sub_bytes (1027,1032)"
"inv_sub_bytes (1034, 1039)",0.000,1.000,0.000,0.000,false,false,"/Bs8State<T> (1026,1126)/inv_sub_bytes (1034,1039)"
"shift_rows (1041, 1052)",0.000,1.000,0.000,0.000,false,false,"/Bs8State<T> (1026,1126)/shift_rows (1041,1052)"
"inv_shift_rows (1054, 1065)",0.000,1.000,0.000,0.000,false,false,"/Bs8State<T> (1026,1126)/inv_shift_rows (1054,1065)"
"mix_columns (1068, 1081)",0.000,1.167,0.000,0.000,false,false,"/Bs8State<T> (1026,1126)/mix_columns (1068,1081)"
"inv_mix_columns (1084, 1121)",0.000,1.056,0.000,0.000,false,false,"/Bs8State<T> (1026,1126)/inv_mix_columns (1084,1121)"
"add_round_key (1123, 1125)",0.000,1.000,0.000,0.000,false,false,"/Bs8State<T> (1026,1126)/add_round_key (1123,1125)"
"inv (1015, 1023)",0.000,1.000,0.000,0.000,false,false,"/Bs8State<T> (1014,1024)/inv (1015,1023)"
"mul (980, 988)",0.000,1.000,0.000,0.000,false,false,"/Bs4State<T> (979,1006)/mul (980,988)"
"sq_scl (990, 995)",0.000,1.000,0.000,0.000,false,false,"/Bs4State<T> (979,1006)/sq_scl (990,995)"
"inv (997, 1005)",0.000,1.000,0.000,0.000,false,false,"/Bs4State<T> (979,1006)/inv (997,1005)"
"mul (934, 941)",0.000,1.000,0.000,0.000,false,false,"/Bs2State<T> (933,964)/mul (934,941)"
"scl_n (943, 947)",0.000,1.000,0.000,0.000,false,false,"/Bs2State<T> (933,964)/scl_n (943,947)"
"scl_n2 (949, 954)",0.000,1.000,0.000,0.000,false,false,"/Bs2State<T> (933,964)/scl_n2 (949,954)"
"sq (956, 959)",0.000,1.000,0.000,0.000,false,false,"/Bs2State<T> (933,964)/sq (956,959)"
"inv (961, 963)",0.000,1.000,0.000,0.000,false,false,"/Bs2State<T> (933,964)/inv (961,963)"
"write_row_major (880, 898)",0.000,1.000,0.000,0.000,false,false,"/un_bit_slice_1x128_with_u32x4 (849,908)/write_row_major (880,898)"
"read_row_major (786, 804)",0.000,1.000,0.000,0.000,false,false,"/bit_slice_1x128_with_u32x4 (776,833)/read_row_major (786,804)"
"pb (731, 733)",0.000,1.000,0.000,0.000,false,false,"/un_bit_slice_4x4_with_u16 (730,757)/pb (731,733)"
"deconstruct (735, 749)",0.000,1.364,0.000,0.000,false,false,"/un_bit_slice_4x4_with_u16 (730,757)/deconstruct (735,749)"
"pb (687, 689)",0.000,1.000,0.000,0.000,false,false,"/bit_slice_4x4_with_u16 (686,708)/pb (687,689)"
"construct (691, 696)",0.000,1.000,0.000,0.000,false,false,"/bit_slice_4x4_with_u16 (686,708)/construct (691,696)"
"xor (678, 682)",0.000,1.000,0.000,0.000,false,false,"/Bs2State<T> (677,683)/xor (678,682)"
"split (665, 668)",0.000,1.000,0.000,0.000,false,false,"/Bs2State<T> (664,675)/split (665,668)"
"join (670, 674)",0.000,1.000,0.000,0.000,false,false,"/Bs2State<T> (664,675)/join (670,674)"
"xor (654, 658)",0.000,1.000,0.000,0.000,false,false,"/Bs4State<T> (653,659)/xor (654,658)"
"split (641, 644)",0.000,1.000,0.000,0.000,false,false,"/Bs4State<T> (640,651)/split (641,644)"
"join (646, 650)",0.000,1.000,0.000,0.000,false,false,"/Bs4State<T> (640,651)/join (646,650)"
"xor_x63 (624, 634)",0.000,1.000,0.000,0.000,false,false,"/Bs8State<T> (617,635)/xor_x63 (624,634)"
"xor (467, 471)",0.000,1.000,0.000,0.000,false,false,"/Bs8State<T> (466,615)/xor (467,471)"
"change_basis_a2x (545, 561)",0.000,1.133,0.000,0.000,false,false,"/Bs8State<T> (466,615)/change_basis_a2x (545,561)"
"change_basis_x2s (563, 579)",0.000,1.133,0.000,0.000,false,false,"/Bs8State<T> (466,615)/change_basis_x2s (563,579)"
"change_basis_x2a (581, 597)",0.000,1.133,0.000,0.000,false,false,"/Bs8State<T> (466,615)/change_basis_x2a (581,597)"
"change_basis_s2x (599, 614)",0.000,1.143,0.000,0.000,false,false,"/Bs8State<T> (466,615)/change_basis_s2x (599,614)"
"split (460, 463)",0.000,1.000,0.000,0.000,false,false,"/Bs8State<T> (459,464)/split (460,463)"
bcrypt.rs,4.062,0.812,5.000,0.000,false,false,src/bcrypt.rs
"setup (11, 22)",1.100,1.100,1.000,0.000,false,false,"/setup (11,22)"
"bcrypt (24, 41)",3.000,1.000,3.000,0.000,false,false,"/bcrypt (24,41)"
"openwall_test_vectors (56, 137)",0.000,1.000,0.000,0.000,false,false,"/openwall_test_vectors (56,137)"
"test_openwall_test_vectors (140, 147)",0.875,0.875,1.000,0.000,false,false,"/test_openwall_test_vectors (140,147)"
"bcrypt_16_5 (156, 163)",0.000,0.000,0.000,0.000,false,false,"/bcrypt_16_5 (156,163)"
"<anonymous> (160, 162)",0.000,0.000,0.000,0.000,false,false,"/bcrypt_16_5 (156,163)/<anonymous> (160,162)"
bcrypt_pbkdf.rs,18.247,0.912,20.000,0.000,false,false,src/bcrypt_pbkdf.rs
"bcrypt_hash (13, 36)",4.750,0.950,5.000,0.000,false,false,"/bcrypt_hash (13,36)"
"bcrypt_pbkdf (38, 85)",14.000,1.077,13.000,0.000,false,false,"/bcrypt_pbkdf (38,85)"
"test_bcrypt_hash (94, 166)",1.000,1.000,1.000,0.000,false,false,"/test_bcrypt_hash (94,166)"
"test_openbsd_vectors (169, 265)",1.000,1.000,1.000,0.000,false,false,"/test_openbsd_vectors (169,265)"
"bench_bcrypt_pbkdf_5_32 (274, 282)",0.000,0.000,0.000,0.000,false,false,"/bench_bcrypt_pbkdf_5_32 (274,282)"
"<anonymous> (279, 281)",0.000,0.000,0.000,0.000,false,false,"/bench_bcrypt_pbkdf_5_32 (274,282)/<anonymous> (279,281)"
blake2b.rs,18.778,0.695,27.126,6.018,false,false,src/blake2b.rs
"test_hash (404, 435)",5.208,1.042,5.000,0.000,false,false,"/test_hash (404,435)"
"test_blake2b_digest (438, 497)",0.000,1.053,0.000,0.000,false,false,"/test_blake2b_digest (438,497)"
"test_blake2b_mac (507, 522)",0.000,1.000,0.000,0.000,false,false,"/test_blake2b_mac (507,522)"
"blake2b_10 (534, 541)",0.000,0.000,0.000,0.000,false,false,"/blake2b_10 (534,541)"
"blake2b_1k (544, 551)",0.000,0.000,0.000,0.000,false,false,"/blake2b_1k (544,551)"
"blake2b_64k (554, 561)",0.000,0.000,0.000,0.000,false,false,"/blake2b_64k (554,561)"
"<anonymous> (557, 559)",0.000,0.000,0.000,0.000,false,false,"/blake2b_64k (554,561)/<anonymous> (557,559)"
"<anonymous> (547, 549)",0.000,0.000,0.000,0.000,false,false,"/blake2b_1k (544,551)/<anonymous> (547,549)"
"<anonymous> (537, 539)",0.000,0.000,0.000,0.000,false,false,"/blake2b_10 (534,541)/<anonymous> (537,539)"
"<anonymous> (508, 508)",0.000,1.000,0.000,0.000,false,false,"/test_blake2b_mac (507,522)/<anonymous> (508,508)"
"input (355, 357)",0.000,1.000,0.000,0.000,false,false,"/Blake2b (347,388)/input (355,357)"
"reset (362, 364)",0.000,0.000,0.000,0.000,false,false,"/Blake2b (347,388)/reset (362,364)"
"result (369, 373)",0.000,1.000,0.000,0.000,false,false,"/Blake2b (347,388)/result (369,373)"
"raw_result (380, 382)",0.000,1.000,0.000,0.000,false,false,"/Blake2b (347,388)/raw_result (380,382)"
"output_bytes (387, 387)",0.000,0.000,0.000,0.000,false,false,"/Blake2b (347,388)/output_bytes (387,387)"
"reset (340, 340)",0.000,0.000,0.000,0.000,false,false,"/Blake2b (339,345)/reset (340,340)"
"input (341, 341)",0.000,1.000,0.000,0.000,false,false,"/Blake2b (339,345)/input (341,341)"
"result (342, 342)",0.000,1.000,0.000,0.000,false,false,"/Blake2b (339,345)/result (342,342)"
"output_bits (343, 343)",0.000,0.000,0.000,0.000,false,false,"/Blake2b (339,345)/output_bits (343,343)"
"block_size (344, 344)",0.000,0.000,0.000,0.000,false,false,"/Blake2b (339,345)/block_size (344,344)"
"set_lastnode (97, 99)",0.000,0.000,0.000,0.000,false,false,"/Blake2b (96,337)/set_lastnode (97,99)"
"set_lastblock (101, 106)",0.833,0.833,1.005,0.667,false,false,"/Blake2b (96,337)/set_lastblock (101,106)"
"increment_counter (108, 111)",2.000,1.000,2.000,0.000,false,false,"/Blake2b (96,337)/increment_counter (108,111)"
"init0 (113, 130)",0.000,1.000,0.000,0.000,false,false,"/Blake2b (96,337)/init0 (113,130)"
"apply_param (132, 157)",1.083,1.083,1.000,0.000,false,false,"/Blake2b (96,337)/apply_param (132,157)"
"init_param (161, 165)",0.000,1.000,0.000,0.000,false,false,"/Blake2b (96,337)/init_param (161,165)"
"default_param (167, 181)",0.000,1.000,0.000,0.000,false,false,"/Blake2b (96,337)/default_param (167,181)"
"new (183, 186)",0.000,1.000,0.000,0.000,false,false,"/Blake2b (96,337)/new (183,186)"
"apply_key (188, 193)",0.000,1.000,0.000,0.000,false,false,"/Blake2b (96,337)/apply_key (188,193)"
"new_keyed (195, 216)",0.000,1.050,0.000,0.000,false,false,"/Blake2b (96,337)/new_keyed (195,216)"
"compress (218, 252)",2.065,1.032,2.000,0.000,false,false,"/Blake2b (96,337)/compress (218,252)"
"update (254, 278)",4.182,1.045,4.000,0.000,false,false,"/Blake2b (96,337)/update (254,278)"
"finalize (280, 307)",5.200,1.040,5.001,0.741,false,false,"/Blake2b (96,337)/finalize (280,307)"
"reset (309, 329)",5.000,1.000,5.000,0.000,false,false,"/Blake2b (96,337)/reset (309,329)"
"blake2b (331, 336)",0.000,0.000,6.000,8.000,false,false,"/Blake2b (96,337)/blake2b (331,336)"
"clone (56, 56)",0.000,0.000,0.000,0.000,false,false,"/Blake2b (56,56)/clone (56,56)"
blake2s.rs,17.176,0.636,28.356,13.282,false,false,src/blake2s.rs
"test_hash (393, 424)",5.000,1.000,5.002,0.800,false,false,"/test_hash (393,424)"
"test_blake2s_digest (427, 463)",0.000,1.057,0.000,0.000,false,false,"/test_blake2s_digest (427,463)"
"test_blake2s_mac (473, 484)",0.000,1.000,0.000,0.000,false,false,"/test_blake2s_mac (473,484)"
"blake2s_10 (496, 503)",0.000,0.000,0.000,0.000,false,false,"/blake2s_10 (496,503)"
"blake2s_1k (506, 513)",0.000,0.000,0.000,0.000,false,false,"/blake2s_1k (506,513)"
"blake2s_64k (516, 523)",0.000,0.000,0.000,0.000,false,false,"/blake2s_64k (516,523)"
"<anonymous> (519, 521)",0.000,0.000,0.000,0.000,false,false,"/blake2s_64k (516,523)/<anonymous> (519,521)"
"<anonymous> (509, 511)",0.000,0.000,0.000,0.000,false,false,"/blake2s_1k (506,513)/<anonymous> (509,511)"
"<anonymous> (499, 501)",0.000,0.000,0.000,0.000,false,false,"/blake2s_10 (496,503)/<anonymous> (499,501)"
"<anonymous> (474, 474)",0.000,1.000,0.000,0.000,false,false,"/test_blake2s_mac (473,484)/<anonymous> (474,474)"
"input (345, 347)",0.000,1.000,0.000,0.000,false,false,"/Blake2s (337,378)/input (345,347)"
"reset (352, 354)",0.000,0.000,0.000,0.000,false,false,"/Blake2s (337,378)/reset (352,354)"
"result (359, 363)",0.000,1.000,0.000,0.000,false,false,"/Blake2s (337,378)/result (359,363)"
"raw_result (370, 372)",0.000,1.000,0.000,0.000,false,false,"/Blake2s (337,378)/raw_result (370,372)"
"output_bytes (377, 377)",0.000,0.000,0.000,0.000,false,false,"/Blake2s (337,378)/output_bytes (377,377)"
"reset (330, 330)",0.000,0.000,0.000,0.000,false,false,"/Blake2s (329,335)/reset (330,330)"
"input (331, 331)",0.000,1.000,0.000,0.000,false,false,"/Blake2s (329,335)/input (331,331)"
"result (332, 332)",0.000,1.000,0.000,0.000,false,false,"/Blake2s (329,335)/result (332,332)"
"output_bits (333, 333)",0.000,0.000,0.000,0.000,false,false,"/Blake2s (329,335)/output_bits (333,333)"
"block_size (334, 334)",0.000,0.000,0.000,0.000,false,false,"/Blake2s (329,335)/block_size (334,334)"
"set_lastnode (92, 94)",0.000,0.000,0.000,0.000,false,false,"/Blake2s (91,327)/set_lastnode (92,94)"
"set_lastblock (96, 101)",0.833,0.833,1.005,0.667,false,false,"/Blake2s (91,327)/set_lastblock (96,101)"
"increment_counter (103, 106)",2.000,1.000,2.000,0.000,false,false,"/Blake2s (91,327)/increment_counter (103,106)"
"init0 (108, 125)",0.000,1.000,0.000,0.000,false,false,"/Blake2s (91,327)/init0 (108,125)"
"apply_param (127, 151)",1.087,1.087,1.000,0.000,false,false,"/Blake2s (91,327)/apply_param (127,151)"
"init_param (155, 159)",0.000,1.000,0.000,0.000,false,false,"/Blake2s (91,327)/init_param (155,159)"
"default_param (161, 174)",0.000,0.000,0.000,0.000,false,false,"/Blake2s (91,327)/default_param (161,174)"
"new (176, 179)",0.000,0.000,0.000,0.000,false,false,"/Blake2s (91,327)/new (176,179)"
"apply_key (181, 186)",0.000,1.000,0.000,0.000,false,false,"/Blake2s (91,327)/apply_key (181,186)"
"new_keyed (188, 208)",0.000,1.053,0.000,0.000,false,false,"/Blake2s (91,327)/new_keyed (188,208)"
"compress (210, 242)",2.069,1.034,2.000,0.000,false,false,"/Blake2s (91,327)/compress (210,242)"
"update (244, 268)",4.182,1.045,4.000,0.000,false,false,"/Blake2s (91,327)/update (244,268)"
"finalize (270, 297)",5.200,1.040,5.001,0.741,false,false,"/Blake2s (91,327)/finalize (270,297)"
"reset (299, 319)",5.000,1.000,5.000,0.000,false,false,"/Blake2s (91,327)/reset (299,319)"
"blake2s (321, 326)",0.000,0.000,6.000,8.000,false,false,"/Blake2s (91,327)/blake2s (321,326)"
"clone (52, 52)",0.000,0.000,0.000,0.000,false,false,"/Blake2s (52,52)/clone (52,52)"
blockmodes.rs,81.019,0.735,125.606,36.917,false,true,src/blockmodes.rs
"update_history (92, 105)",2.000,1.000,2.000,0.000,false,false,"/update_history (92,105)"
"add_ctr (663, 672)",2.700,0.900,3.000,0.000,false,false,"/add_ctr (663,672)"
"construct_ctr_x8 (744, 749)",1.000,1.000,1.000,0.000,false,false,"/construct_ctr_x8 (744,749)"
"aes_ecb_no_padding_tests (878, 890)",0.000,1.000,0.000,0.000,false,false,"/aes_ecb_no_padding_tests (878,890)"
"aes_ecb_pkcs_padding_tests (892, 917)",0.000,1.000,0.000,0.000,false,false,"/aes_ecb_pkcs_padding_tests (892,917)"
"aes_cbc_no_padding_tests (919, 932)",0.000,1.000,0.000,0.000,false,false,"/aes_cbc_no_padding_tests (919,932)"
"aes_cbc_pkcs_padding_tests (934, 961)",0.000,1.000,0.000,0.000,false,false,"/aes_cbc_pkcs_padding_tests (934,961)"
"aes_ctr_tests (963, 977)",0.000,1.000,0.000,0.000,false,false,"/aes_ctr_tests (963,977)"
"run_full_test (980, 1007)",1.407,0.704,2.021,1.391,false,false,"/run_full_test (980,1007)"
"run_inc (1024, 1119)",13.753,0.809,17.042,3.579,false,false,"/run_inc (1024,1119)"
"run_inc1_test (1121, 1148)",0.000,1.000,0.000,0.000,false,false,"/run_inc1_test (1121,1148)"
"run_rand_test (1150, 1204)",1.040,1.040,1.000,0.000,false,false,"/run_rand_test (1150,1204)"
"run_test (1206, 1219)",0.000,1.000,0.000,0.000,false,false,"/run_test (1206,1219)"
"aes_ecb_no_padding (1222, 1236)",1.000,1.000,1.000,0.000,false,false,"/aes_ecb_no_padding (1222,1236)"
"aes_ecb_pkcs_padding (1239, 1253)",1.000,1.000,1.000,0.000,false,false,"/aes_ecb_pkcs_padding (1239,1253)"
"aes_cbc_no_padding (1256, 1270)",1.000,1.000,1.000,0.000,false,false,"/aes_cbc_no_padding (1256,1270)"
"aes_cbc_pkcs_padding (1273, 1287)",1.000,1.000,1.000,0.000,false,false,"/aes_cbc_pkcs_padding (1273,1287)"
"aes_ctr (1290, 1304)",1.000,1.000,1.000,0.000,false,false,"/aes_ctr (1290,1304)"
"aes_ctr_x8 (1307, 1321)",1.000,1.000,1.000,0.000,false,false,"/aes_ctr_x8 (1307,1321)"
"aes_ecb_no_padding_bench (1336, 1358)",0.000,0.000,6.000,8.000,false,false,"/aes_ecb_no_padding_bench (1336,1358)"
"aes_cbc_pkcs_padding_bench (1361, 1384)",0.000,0.000,6.000,8.000,false,false,"/aes_cbc_pkcs_padding_bench (1361,1384)"
"aes_ctr_bench (1387, 1410)",0.000,0.000,6.000,8.000,false,false,"/aes_ctr_bench (1387,1410)"
"aes_ctr_x8_bench (1413, 1436)",0.000,0.000,6.000,8.000,false,false,"/aes_ctr_x8_bench (1413,1436)"
"<anonymous> (1422, 1433)",0.000,0.000,6.000,8.000,false,false,"/aes_ctr_x8_bench (1413,1436)/<anonymous> (1422,1433)"
"<anonymous> (1396, 1407)",0.000,0.000,6.000,8.000,false,false,"/aes_ctr_bench (1387,1410)/<anonymous> (1396,1407)"
